company1,company2,similarity,block_key,company1_processed,company2_processed,idx1,idx2,component_id,component_size
NORTH CAROLINA COASTAL FEDERATION INC.,North Carolina coast,0.9132940726991284,geo_34.79_-76.86,north carolina coastal federation inc,north carolina coast,9037,21071,420,5
Optyk Glasgow,OPTYK LTD.,0.9132478632478632,geo_55.86_-4.24,optyk glasgow,optyk ltd,6356,3404,2958,5
Estner,Estner Sanitätshaus,0.9131578947368422,name_first_word_estner,estner,estner sanitatshaus,11582,1567,113,2
ARTECH,ARTECH KLIMATYZACJA,0.9131578947368422,geo_52.21_21.01,artech,artech klimatyzacja,8768,28418,1285,2
Condor Distribution,Condor,0.9131578947368422,phone_155,condor distribution,condor,15365,3351,2930,4
CONDOR DISTRIBUTION,Condor,0.9131578947368422,geo_48.87_2.32,condor distribution,condor,2462,3351,2930,4
Depósito de Meias São Jorge,Depósito de meias São Jorge - Armazém,0.9131555145226451,name_first_word_deposito,deposito de meias sao jorge,deposito de meias sao jorge armazem,4908,30367,2287,4
Cristalerías Luncrist,Cristalerías Luncrist SL.,0.9131547284416768,name_first_word_cristalerias,cristalerias luncrist,cristalerias luncrist sl,12113,25988,3624,3
Crown Cement Ready Mix Concrete RMC Unit 2,Crown Cement Ready Mix Concrete RMC Unit 7 Kumira,0.9131242539080752,website_crowncement,crown cement ready mix concrete rmc unit 2,crown cement ready mix concrete rmc unit 7 kumira,3681,18293,6169,4
Crown Cement Ready Mix Concrete RMC Unit 3,Crown Cement Ready Mix Concrete RMC Unit 7 Kumira,0.9131242539080752,website_crowncement,crown cement ready mix concrete rmc unit 3,crown cement ready mix concrete rmc unit 7 kumira,13527,18293,6169,4
Crown Cement Ready Mix Concrete RMC Unit 7 Kumira,Crown Cement Ready Mix Concrete RMC Unit 1,0.9131242539080752,website_crowncement,crown cement ready mix concrete rmc unit 7 kumira,crown cement ready mix concrete rmc unit 1,18293,10367,6169,4
Kafefadiion Karatsuten,Kafefadi Kurumeten,0.9130303030303031,website_fadie,kafefadiion karatsuten,kafefadi kurumeten,32517,11017,3714,5
APARTMAN CENTAR 2 UZICE,APARTMAN CENTAR 2 SUBOTICA,0.9129786191181811,name_first_word_apartman,apartman centar 2 uzice,apartman centar 2 subotica,1499,22044,6089,2
ECB Escritório Contábil Barueri,Escritório Contábil Barueri,0.9128664297925805,geo_-23.5_-46.88,ecb escritorio contabil barueri,escritorio contabil barueri,5760,28422,2303,4
Reisebüro Gabriele Schlagböhmer GmbH,Reisebüro Gabriele Schlagböhmer GmbH - FIRST Reisebüro,0.9128382000675811,name_first_word_reiseburo,reiseburo gabriele schlagbohmer,reiseburo gabriele schlagbohmer first reiseburo,1536,17457,2443,2
UROESP | Urología Especializada,Urologia Especializada,0.9128196951991023,website_urologiaespecializada,uroesp urologia especializada,urologia especializada,4096,24384,3851,5
UROESP | Urología Especializada,Urología Especializada,0.9128196951991023,website_urologiaespecializada,uroesp urologia especializada,urologia especializada,4096,3572,3851,5
Carisolo Inc.,Carisolo Grinding,0.9127450980392157,location_united_states_sauk_city,carisolo inc,carisolo grinding,22332,28180,747,5
Bleiker Precision Engineering,Bleiker Precisions Engineering,0.912740701580635,location_switzerland_btschwil-ganterschwil,bleiker precision engineering,bleiker precisions engineering,2662,25339,5999,5
BLEIKER Precision Engineering AG,Bleiker Precisions Engineering,0.912740701580635,location_switzerland_btschwil-ganterschwil,bleiker precision engineering,bleiker precisions engineering,8871,25339,5999,5
Bleiker Precision Engineering AG,Bleiker Precisions Engineering,0.912740701580635,location_switzerland_btschwil-ganterschwil,bleiker precision engineering,bleiker precisions engineering,15527,25339,5999,5
North Hudson Sewerage Authority,North Hudson Sewage Authority,0.9126873834557625,location_united_states_hoboken,north hudson sewerage authority,north hudson sewage authority,2349,24472,5931,2
GAMMAPLAST S.R.L.,Gammaplast Italia,0.9126050420168067,name_first_word_gammaplast,gammaplast srl,gammaplast italia,23578,28031,2217,5
Hotel & Restaurant Treff am Schloß - Startseite,Hotel & Restaurant Treff am Schloß,0.9125976882196367,website_hotel-restaurant-treffamschloss,hotel restaurant treff am schloss startseite,hotel restaurant treff am schloss,30125,2654,958,3
Empire Soft MMC,Empire Soft,0.9125917479717927,location_azerbaijan_baku_city,empire soft mmc,empire soft,5569,15636,543,2
Hotel Columbus,Hotel Columbus Rome,0.9125314897036988,geo_41.9_12.46,hotel columbus,hotel columbus rome,26064,4822,1084,4
Kara Healthcare,Kara Healthcare Homes,0.9125078771179469,website_karahealthcare,kara healthcare,kara healthcare homes,12946,27641,5051,2
Ranee,Ranee Management,0.9125000000000001,geo_43.75_-79.44,ranee,ranee management,30208,21247,3330,6
HopUp Chandigarh,HopUp Jaipur,0.9125000000000001,name_first_word_hopup,hopup chandigarh,hopup jaipur,27413,4447,5838,5
Kapeh Cosméticos,Kapeh,0.9125000000000001,name_first_word_kapeh,kapeh cosmeticos,kapeh,12841,29452,5964,2
TECTON-ATISOL AG,TECTON AG Pfäffikon,0.9125000000000001,website_tecton,tectonatisol,tecton pfaffikon,31627,8142,6156,9
NutriDani,Nutridanioficial,0.9125,geo_-23.6_-51.58,nutridani,nutridanioficial,3442,2757,500,3
Musashibo Honten,Musashibō,0.9125,name_first_word_musashibo,musashibo honten,musashibo,9494,31785,3983,5
Shepherd Electric,Shepherd Electric Supply Co.,0.9124387738511216,geo_38.92_-76.97,shepherd electric,shepherd electric supply co,23306,25579,749,5
Menjačnica Trange-Frange 24,Menjačnica Trange-Frange 2,0.9124330092729427,name_first_word_menjacnica,menjacnica trangefrange 24,menjacnica trangefrange 2,29217,14723,3744,3
Menjačnica Trange-Frange 2,Menjačnica Trange-Frange 25,0.9124330092729427,name_first_word_menjacnica,menjacnica trangefrange 2,menjacnica trangefrange 25,14723,30561,3744,3
Ocala Kidney Group,Ocala Kidney Group Inc.,0.9124145859160607,geo_28.82_-81.89,ocala kidney group,ocala kidney group inc,11627,10756,3274,2
Absolute Lawn Pros Inc.,Absolute Lawn Pros,0.9124145859160607,geo_34.18_-84.15,absolute lawn pros inc,absolute lawn pros,32647,14798,1235,5
ABSOLUTE LAWN PROS INC.,Absolute Lawn Pros,0.9124145859160607,website_absolutelawnpros,absolute lawn pros inc,absolute lawn pros,7851,14798,1235,5
New South Realtors,NEW SOUTH REALTORS LLC.,0.9124145859160607,geo_34.75_-86.71,new south realtors,new south realtors llc,11558,2782,4344,2
Hope Center Moscow,HOPE Center Moscow Inc.,0.9124145859160607,geo_46.73_-117.01,hope center moscow,hope center moscow inc,28120,7054,4387,4
Hope Center Moscow,Hope Center Moscow Inc.,0.9124145859160607,geo_46.73_-117.01,hope center moscow,hope center moscow inc,28120,3903,4387,4
Bay Travel Coaches Limited,Bay Travel Coaches LTD.,0.9124145859160607,geo_56.14_-3.31,bay travel coaches,bay travel coaches ltd,16483,14181,2144,6
Bay Travel Coaches LTD.,Bay Travel,0.9124145859160607,geo_56.14_-3.31,bay travel coaches ltd,bay travel,14181,17199,2144,6
WINTER PARK CYCLES LLC.,Winter Park Cycles,0.9124145859160607,website_winterparkcycles,winter park cycles llc,winter park cycles,2787,22738,5130,3
ALPHA RECYCLING UK LIMITED,Alpha Recycling UK Ltd.,0.9124145859160607,website_alpharecyclingukltd,alpha recycling uk,alpha recycling uk ltd,29763,4285,5181,3
Hope Center Moscow,HOPE CENTER MOSCOW INC.,0.9124145859160607,website_hopecentermoscow,hope center moscow,hope center moscow inc,28120,26425,4387,4
ALL SPORTS EYEWEAR INC.,All Sports Eyewear,0.9124145859160607,website_allsportseyewear,all sports eyewear inc,all sports eyewear,30792,9994,5735,3
Bay Travel Coaches Ltd.,Bay Travel Coaches Limited,0.9124145859160607,website_bay-travel,bay travel coaches ltd,bay travel coaches,25377,16483,2144,6
Bay Travel Coaches Ltd.,Bay Travel,0.9124145859160607,website_bay-travel,bay travel coaches ltd,bay travel,25377,17199,2144,6
Precision Tool & Die Inc.,Precision Tool & Die,0.9124145859160607,website_precisiontoolanddie,precision tool die inc,precision tool die,20226,28377,4474,6
Precision Tool And Die,Precision Tool & Die,0.9124145859160607,website_precisiontoolanddie,precision tool and die,precision tool die,19139,28377,4474,6
Precision Tool and Die,Precision Tool & Die,0.9124145859160607,website_precisiontoolanddie,precision tool and die,precision tool die,28329,28377,4474,6
JC WOOD SERVICES INC.,JC WOOD SERVICES,0.9123850016381801,geo_26.21_-80.13,jc wood services inc,jc wood services,10131,16287,780,5
One Accord Legal,One Accord Legal LLC.,0.9123850016381801,email_domain_oneaccord_legal,one accord legal,one accord legal llc,20086,471,1878,3
Macon Bank & Trust,MACON BANK AND TRUST COMPANY,0.9123850016381801,name_first_word_macon,macon bank trust,macon bank and trust,9987,24326,609,6
MACON BANK AND TRUST COMPANY,Macon Bank & Trust Company,0.9123850016381801,name_first_word_macon,macon bank and trust,macon bank trust,24326,9599,609,6
A&A Automobiles,A&A Automobiles PVT LTD.,0.9123589387443254,website_aaautomobiles,aa automobiles,aa automobiles ltd,32742,33133,4169,3
Technicom Sales & Service Inc.,Technicom Sales & Services Inc.,0.9123097406056571,name_first_word_technicom,technicom sales service inc,technicom sales services inc,27962,15995,391,5
Nation's Best Family Health Care,Nations Best Family Healthcare,0.9122879486274106,geo_30.19_-85.69,nations best family health care,nations best family healthcare,28896,28900,4381,3
KREATORMARKI advertising,Kreator Marki,0.9121794871794872,website_kreatormarki,kreatormarki advertising,kreator marki,3592,32279,190,5
KREATORMARKI advertising,KREATOR MARKI,0.9121794871794872,website_kreatormarki,kreatormarki advertising,kreator marki,3592,11164,190,5
Virtual War Memorial Australia,vwma,0.9121359514679926,geo_-34.93_138.6,virtual war memorial australia,vwma,6950,978,334,3
Propst & Sons Sports,Propst And Sons Sports,0.9120328725710634,website_propstandsons,propst sons sports,propst and sons sports,8834,5823,3539,7
Propst & Sons Sports,Propst and Sons Sports,0.9120328725710634,website_propstandsons,propst sons sports,propst and sons sports,8834,31391,3539,7
Equmeniakyrkan,Equmeniakyrkan Vänersborg,0.912,name_first_word_equmeniakyrkan,equmeniakyrkan,equmeniakyrkan vanersborg,30086,28550,761,19
Wakeboard,Wakebord Keibolonli,0.9119883040935673,website_cablemilano,wakeboard,wakebord keibolonli,29410,27102,5688,2
Equmeniakyrkan Kvillsfors,Equmeniakyrkan Smålandsstenar,0.9119818511796735,name_first_word_equmeniakyrkan,equmeniakyrkan kvillsfors,equmeniakyrkan smalandsstenar,7224,831,761,19
Keppel REIT,Keppel REIT Management Ltd.,0.9119702366369465,geo_1.26_103.82,keppel reit,keppel reit management ltd,7000,19155,1203,2
Pomm'Poire Tours,Pomm'Poire Noyelles-Godault,0.911948717948718,name_first_word_pommpoire,pommpoire tours,pommpoire noyellesgodault,26180,25223,5590,5
Midway Logistics LLC.,Midway Logistics Management brokerage,0.9119217455673627,website_midwaylogisticsllc,midway logistics llc,midway logistics management brokerage,22596,22713,5050,3
MIDWAY LOGISTICS LLC.,Midway Logistics Management brokerage,0.9119217455673627,website_midwaylogisticsllc,midway logistics llc,midway logistics management brokerage,1931,22713,5050,3
Double A Trailers,Double A Trailers Ltd.,0.9118951053965803,location_canada_two_hills,double a trailers,double a trailers ltd,29050,22412,2873,3
Lawn Masters and More,Lawn Masters More Llc,0.9118951053965803,name_first_word_lawn,lawn masters and more,lawn masters more,10664,33390,558,8
Lawn Masters and More,Lawn Masters & More LLC,0.9118951053965803,name_first_word_lawn,lawn masters and more,lawn masters more,10664,23870,558,8
Lawn Masters and More,Lawn Masters & More,0.9118951053965803,name_first_word_lawn,lawn masters and more,lawn masters more,10664,13567,558,8
Norco Invest,Norco Interiors,0.9118181818181819,geo_59.33_18.06,norco invest,norco interiors,4325,31442,5415,3
Baker Blinds & Vestalia,Baker Blinds & Vestalia Home,0.91178521528669,geo_42.46_-83.38,baker blinds vestalia,baker blinds vestalia home,10344,15926,1352,2
Martha's Vineyard Vacation Homes,MV Vacation Homes,0.9117359131177939,location_united_states_edgartown,marthas vineyard vacation homes,mv vacation homes,6245,18672,5845,7
Janine's Jewelry De,Janines Jewelry Design,0.9116579288256202,email_domain_janinedesign_com,janines jewelry de,janines jewelry design,26643,28245,2211,3
Janine's Jewelry De,Janine's Jewelry Design,0.9116579288256202,name_first_word_janines,janines jewelry de,janines jewelry design,26643,31659,2211,3
Cordera Dental,Cordera Family Dentistry,0.9116094755147891,geo_38.97_-104.74,cordera dental,cordera family dentistry,17449,21245,1620,2
Aqiqah Solo Annasikah,Aqiqah Solo Raya Annasikah Aqiqah,0.9115742640526919,name_first_word_aqiqah,aqiqah solo annasikah,aqiqah solo raya annasikah aqiqah,28426,22013,3566,2
Kessler Metallverarbeitung e.K.,Kessler Metallverarbeitung,0.9115711219275855,name_first_word_kessler,kessler metallverarbeitung ek,kessler metallverarbeitung,12753,32546,3334,3
Hanf,Hanf Bioladen,0.9115384615384615,geo_48.11_11.77,hanf,hanf bioladen,3642,12291,1017,4
VENA,Vena Sandalye,0.9115384615384615,geo_40.08_29.53,vena,vena sandalye,17305,8396,1261,4
EGYEGROUP est,EGYE,0.9115384615384615,location_ivory_coast_abidjan,egyegroup est,egye,15536,11258,101,5
Fego,FEGO Industry,0.9115384615384615,geo_52.05_20.74,fego,fego industry,9315,27767,2708,4
Fego,Fego Industry,0.9115384615384615,geo_52.05_20.74,fego,fego industry,9315,26967,2708,4
Fadi,Fadi Nagaoten,0.9115384615384615,name_first_word_fadi,fadi,fadi nagaoten,21977,23580,4697,5
SCAR Toulouse,SCAR,0.9115384615384615,name_first_word_scar,scar toulouse,scar,9720,22856,5859,6
SCAR,SCAR Grenoble,0.9115384615384615,name_first_word_scar,scar,scar grenoble,22856,32539,5859,6
TTMI,TTMI Longford,0.9115384615384615,name_first_word_ttmi,ttmi,ttmi longford,3115,13459,5932,9
Fadi,Fadie Fukugin,0.9115384615384615,website_fadie,fadi,fadie fukugin,21977,24175,4697,5
Centre Atlantique Formation Agadir,Centre Atlantique Formation,0.9114725854640914,website_atlantique,centre atlantique formation agadir,centre atlantique formation,5933,24349,5983,4
ENES DENT,Enesdent Bağcılar,0.911437908496732,website_enesdent,enes dent,enesdent bagcilar,31366,30907,1373,3
KunstRaum Goethestrasse xtd,KunstRaum Goethestrasse td,0.911436888652081,geo_48.3_14.3,kunstraum goethestrasse xtd,kunstraum goethestrasse td,24633,3018,4353,4
Padeldome Süßenbrunn,Padeldome Erdberg,0.9113660848954966,name_first_word_padeldome,padeldome sussenbrunn,padeldome erdberg,32450,26947,2040,8
DEMENAGEMENTS FRANCE INTER,DEMENAGEMENT FRANCE INTER,0.9113514185666107,website_fid-demenagement,demenagements france inter,demenagement france inter,5764,7822,90,3
Ora Banda Mining Ltd.,Ora Banda Mining,0.9113236768251517,name_first_word_ora,ora banda mining ltd,ora banda mining,23789,8867,2419,3
MORE Real Estate,MORE Real Estates,0.9113236768251517,website_realestatebymore,more real estate,more real estates,6698,5687,393,4
Creon Institute of Technology,Creoniot,0.9111526090206962,website_creoniot,creon institute of technology,creoniot,1474,21900,3623,3
Impulse Social Enterprises,Impulse Social Enterprises Private Limited,0.9111166457847945,location_india_shillong,impulse social enterprises,impulse social enterprises private,11184,16781,2722,2
GetGive Delivery Services,GetGive Delivery Service,0.9111119936697257,name_first_word_getgive,getgive delivery services,getgive delivery service,24593,12899,3674,3
GetGive delivery services,GetGive Delivery Service,0.9111119936697257,name_first_word_getgive,getgive delivery services,getgive delivery service,6529,12899,3674,3
InSuperAbili,GPT inSuperAbili,0.9111111111111112,geo_46.01_8.95,insuperabili,gpt insuperabili,23842,21205,1716,2
VIIVA,VIIVA NUTRITIONAL FOOD,0.9111111111111111,name_first_word_viiva,viiva,viiva nutritional food,18984,19985,1305,4
GEIQ AERO,GEIQ Sarl,0.9111111111111111,name_first_word_geiq,geiq aero,geiq sarl,17414,396,6092,2
A J Sheet Metal,A - J SHEET METAL INC.,0.9110423475853807,location_united_states_north_platte,a j sheet metal,a j sheet metal inc,13765,23377,5928,3
KARA UNISEX SALON,Kara Unisex Salona,0.9110316141270637,website_karasalon,kara unisex salon,kara unisex salona,5540,10067,1126,4
KARA Unisex SALON,Kara Unisex Salona,0.9110316141270637,website_karasalon,kara unisex salon,kara unisex salona,30855,10067,1126,4
Kara Unisex Salona,KARA Unisex Salon,0.9110316141270637,website_karasalon,kara unisex salona,kara unisex salon,10067,16412,1126,4
RANCHO MIRAGE PAIN ASSOCIATES INC.,Rancho Mirage Pain Associates,0.9110312531570431,location_united_states_rancho_mirage,rancho mirage pain associates inc,rancho mirage pain associates,15235,24214,4192,3
Rancho Mirage Pain Associates,Rancho Mirage Pain Center,0.9110312531570431,location_united_states_rancho_mirage,rancho mirage pain associates,rancho mirage pain center,24214,10846,4192,3
UROESP | Urología Especializada,Urología Especializada S.L.P,0.9109923774199253,website_urologiaespecializada,uroesp urologia especializada,urologia especializada slp,4096,5409,3851,5
Caroline Miller RN Psychotherapist,Caroline Miller - RN Psychotherapy,0.9109883943806686,location_canada_greater_sudbury,caroline miller rn psychotherapist,caroline miller rn psychotherapy,6105,15955,549,2
Equmeniakyrkan Lycksele,Equmeniakyrkan Vårgårda,0.9108695652173914,name_first_word_equmeniakyrkan,equmeniakyrkan lycksele,equmeniakyrkan vargarda,5694,11631,761,19
KABELKONFEKTION KOLB,Kabel Kolb,0.9108663422394314,website_kabelkonfektion-kolb,kabelkonfektion kolb,kabel kolb,17954,28694,184,5
Christmas Eve Shop,Christmas Eve Store,0.9107671829367272,name_first_word_christmas,christmas eve shop,christmas eve store,8419,10170,4639,2
